5.96e+00,1.21e+00
5.43e+00,9.59e-01
5.08e+00,8.98e-01
4.92e+00,8.43e-01
4.82e+00,7.45e-01
4.74e+00,6.48e-01
4.64e+00,6.11e-01
4.57e+00,5.57e-01
4.49e+00,5.36e-01
4.41e+00,5.05e-01
4.60e+00,7.80e-01
4.44e+00,6.65e-01
4.33e+00,5.79e-01
4.22e+00,5.32e-01
4.14e+00,4.95e-01
4.03e+00,4.57e-01
3.96e+00,4.29e-01
3.86e+00,4.12e-01
3.79e+00,3.91e-01
3.70e+00,3.82e-01
3.88e+00,5.66e-01
3.78e+00,4.80e-01
3.66e+00,4.52e-01
3.57e+00,4.19e-01
3.49e+00,3.91e-01
3.40e+00,3.68e-01
3.31e+00,3.58e-01
3.22e+00,3.42e-01
3.14e+00,3.27e-01
3.09e+00,3.17e-01
3.95e+00,6.25e-01
3.82e+00,5.40e-01
3.72e+00,4.88e-01
3.63e+00,4.55e-01
3.55e+00,4.26e-01
3.44e+00,4.06e-01
3.35e+00,3.86e-01
3.28e+00,3.70e-01
3.21e+00,3.61e-01
3.13e+00,3.50e-01
3.97e+00,7.05e-01
3.84e+00,6.16e-01
3.74e+00,5.60e-01
3.63e+00,5.11e-01
3.55e+00,4.77e-01
3.47e+00,4.46e-01
3.40e+00,4.30e-01
3.32e+00,4.14e-01
3.24e+00,3.95e-01
3.16e+00,3.85e-01
3.19e+00,4.60e-01
3.08e+00,4.15e-01
3.00e+00,3.86e-01
2.93e+00,3.75e-01
2.85e+00,3.62e-01
2.76e+00,3.48e-01
2.70e+00,3.39e-01
2.65e+00,3.25e-01
2.58e+00,3.23e-01
2.52e+00,3.12e-01
2.87e+00,4.63e-01
2.76e+00,4.05e-01
2.68e+00,3.80e-01
2.60e+00,3.61e-01
2.53e+00,3.48e-01
2.47e+00,3.34e-01
2.42e+00,3.25e-01
2.35e+00,3.18e-01
2.31e+00,3.16e-01
2.27e+00,3.05e-01
3.14e+00,5.47e-01
2.98e+00,4.55e-01
2.86e+00,4.13e-01
2.77e+00,3.89e-01
2.68e+00,3.65e-01
2.60e+00,3.54e-01
2.53e+00,3.37e-01
2.47e+00,3.34e-01
2.41e+00,3.22e-01
2.35e+00,3.21e-01
2.73e+00,4.52e-01
2.62e+00,3.93e-01
2.54e+00,3.65e-01
2.45e+00,3.50e-01
2.39e+00,3.39e-01
2.33e+00,3.34e-01
2.27e+00,3.25e-01
2.23e+00,3.14e-01
2.18e+00,3.14e-01
2.15e+00,3.03e-01
3.08e+00,5.56e-01
2.90e+00,4.54e-01
2.78e+00,4.14e-01
2.67e+00,3.87e-01
2.58e+00,3.71e-01
2.50e+00,3.55e-01
2.43e+00,3.40e-01
2.35e+00,3.28e-01
2.30e+00,3.27e-01
2.25e+00,3.16e-01
3.40e+00,6.67e-01
