5.37e+00,8.37e-01
4.76e+00,5.87e-01
4.51e+00,6.16e-01
4.40e+00,5.62e-01
4.23e+00,5.11e-01
4.13e+00,4.44e-01
3.96e+00,4.70e-01
3.93e+00,4.49e-01
3.78e+00,4.92e-01
3.65e+00,4.22e-01
5.20e+00,8.09e-01
4.69e+00,6.58e-01
4.55e+00,6.05e-01
4.35e+00,5.71e-01
4.14e+00,5.32e-01
4.14e+00,4.75e-01
4.01e+00,4.15e-01
3.83e+00,4.03e-01
3.74e+00,4.31e-01
3.64e+00,3.82e-01
5.09e+00,7.92e-01
4.61e+00,6.68e-01
4.41e+00,5.98e-01
4.29e+00,5.44e-01
4.09e+00,5.52e-01
3.96e+00,4.98e-01
3.85e+00,4.18e-01
3.73e+00,4.37e-01
3.66e+00,4.13e-01
3.53e+00,3.91e-01
4.98e+00,7.39e-01
4.52e+00,7.10e-01
4.24e+00,5.34e-01
4.08e+00,4.93e-01
3.96e+00,4.72e-01
3.85e+00,4.37e-01
3.75e+00,4.17e-01
3.65e+00,3.98e-01
3.53e+00,3.59e-01
3.42e+00,3.58e-01
3.56e+00,5.21e-01
3.33e+00,4.05e-01
3.21e+00,3.81e-01
3.07e+00,3.75e-01
3.05e+00,3.77e-01
2.91e+00,3.24e-01
2.85e+00,3.20e-01
2.76e+00,3.03e-01
2.67e+00,3.09e-01
2.64e+00,2.84e-01
3.54e+00,5.38e-01
3.37e+00,4.78e-01
3.19e+00,4.27e-01
3.02e+00,3.89e-01
2.95e+00,3.60e-01
2.83e+00,3.37e-01
2.76e+00,3.19e-01
2.66e+00,3.17e-01
2.60e+00,2.93e-01
2.54e+00,3.05e-01
2.61e+00,3.53e-01
2.54e+00,3.34e-01
2.44e+00,3.17e-01
2.39e+00,3.03e-01
2.30e+00,2.88e-01
2.27e+00,2.78e-01
2.20e+00,2.79e-01
2.17e+00,2.71e-01
2.17e+00,2.59e-01
2.13e+00,2.48e-01
2.68e+00,3.99e-01
2.55e+00,3.47e-01
2.46e+00,3.14e-01
2.36e+00,3.00e-01
2.31e+00,3.09e-01
2.25e+00,2.69e-01
2.22e+00,2.78e-01
2.15e+00,2.71e-01
2.12e+00,2.69e-01
2.10e+00,2.65e-01
2.16e+00,2.86e-01
2.10e+00,2.68e-01
2.03e+00,2.47e-01
2.01e+00,2.52e-01
1.97e+00,2.43e-01
1.95e+00,2.27e-01
1.94e+00,2.35e-01
1.89e+00,2.19e-01
1.89e+00,2.27e-01
1.85e+00,2.18e-01
1.98e+00,2.89e-01
1.88e+00,2.57e-01
1.87e+00,2.42e-01
1.83e+00,2.37e-01
1.82e+00,2.54e-01
1.80e+00,2.47e-01
1.80e+00,2.38e-01
1.77e+00,2.27e-01
1.76e+00,2.18e-01
1.74e+00,2.27e-01
1.83e+00,2.81e-01
1.78e+00,2.61e-01
1.73e+00,2.43e-01
1.72e+00,2.36e-01
1.70e+00,2.32e-01
1.70e+00,2.38e-01
1.69e+00,2.36e-01
1.67e+00,2.27e-01
1.67e+00,2.30e-01
1.65e+00,2.27e-01
1.91e+00,3.22e-01
1.80e+00,3.00e-01
1.75e+00,2.75e-01
1.71e+00,2.69e-01
1.69e+00,2.54e-01
1.68e+00,2.39e-01
1.66e+00,2.45e-01
1.66e+00,2.42e-01
1.66e+00,2.40e-01
1.66e+00,2.37e-01
1.75e+00,2.86e-01
1.70e+00,2.67e-01
1.63e+00,2.54e-01
1.62e+00,2.57e-01
1.59e+00,2.41e-01
1.60e+00,2.39e-01
1.60e+00,2.52e-01
1.58e+00,2.45e-01
1.58e+00,2.31e-01
1.58e+00,2.35e-01
1.87e+00,3.25e-01
1.73e+00,2.92e-01
1.67e+00,2.72e-01
1.63e+00,2.67e-01
1.64e+00,2.66e-01
1.60e+00,2.53e-01
1.58e+00,2.52e-01
1.59e+00,2.60e-01
1.58e+00,2.48e-01
1.57e+00,2.49e-01
1.89e+00,3.52e-01
1.76e+00,3.00e-01
1.68e+00,2.86e-01
1.66e+00,2.76e-01
1.63e+00,2.62e-01
1.58e+00,2.64e-01
1.59e+00,2.64e-01
1.58e+00,2.58e-01
1.57e+00,2.56e-01
1.55e+00,2.55e-01
1.66e+00,2.87e-01
1.58e+00,2.65e-01
1.56e+00,2.64e-01
1.55e+00,2.47e-01
1.53e+00,2.49e-01
1.52e+00,2.51e-01
1.52e+00,2.51e-01
1.51e+00,2.40e-01
1.52e+00,2.46e-01
1.49e+00,2.43e-01
1.59e+00,2.86e-01
1.54e+00,2.57e-01
1.49e+00,2.56e-01
1.48e+00,2.57e-01
1.46e+00,2.51e-01
1.47e+00,2.51e-01
1.48e+00,2.56e-01
1.46e+00,2.47e-01
1.47e+00,2.48e-01
1.46e+00,2.41e-01
1.51e+00,2.72e-01
1.50e+00,2.59e-01
1.47e+00,2.52e-01
1.46e+00,2.46e-01
1.45e+00,2.50e-01
1.45e+00,2.47e-01
1.45e+00,2.50e-01
1.43e+00,2.45e-01
1.43e+00,2.35e-01
1.44e+00,2.46e-01
1.62e+00,3.02e-01
1.53e+00,2.71e-01
1.49e+00,2.61e-01
1.47e+00,2.65e-01
1.45e+00,2.51e-01
1.44e+00,2.61e-01
1.42e+00,2.53e-01
1.43e+00,2.46e-01
1.44e+00,2.44e-01
1.41e+00,2.50e-01
1.66e+00,3.27e-01
1.55e+00,2.81e-01
1.50e+00,2.83e-01
1.48e+00,2.75e-01
1.45e+00,2.65e-01
1.45e+00,2.63e-01
1.45e+00,2.63e-01
1.42e+00,2.55e-01
1.42e+00,2.55e-01
1.41e+00,2.52e-01
