6.31e+00,1.03e+00
5.41e+00,9.77e-01
5.11e+00,8.57e-01
5.09e+00,8.06e-01
5.03e+00,7.78e-01
4.89e+00,7.66e-01
4.65e+00,7.00e-01
4.59e+00,6.84e-01
4.44e+00,6.88e-01
4.42e+00,6.14e-01
4.64e+00,8.08e-01
4.31e+00,6.50e-01
4.08e+00,6.27e-01
3.83e+00,5.62e-01
3.73e+00,5.64e-01
3.49e+00,5.40e-01
3.41e+00,4.95e-01
3.17e+00,4.36e-01
3.04e+00,4.19e-01
2.92e+00,3.99e-01
3.15e+00,5.88e-01
2.83e+00,5.14e-01
2.68e+00,4.83e-01
2.61e+00,4.55e-01
2.44e+00,5.95e-01
2.39e+00,4.83e-01
2.32e+00,4.15e-01
2.27e+00,4.09e-01
2.19e+00,3.68e-01
2.13e+00,3.88e-01
3.07e+00,6.67e-01
2.75e+00,5.67e-01
2.52e+00,5.39e-01
2.42e+00,5.28e-01
2.31e+00,4.89e-01
2.24e+00,4.66e-01
2.18e+00,4.60e-01
2.12e+00,4.44e-01
2.03e+00,4.46e-01
1.96e+00,4.05e-01
2.99e+00,6.66e-01
2.64e+00,6.26e-01
2.50e+00,5.46e-01
2.31e+00,5.48e-01
2.19e+00,4.86e-01
2.15e+00,4.82e-01
2.02e+00,4.58e-01
1.96e+00,4.46e-01
1.91e+00,4.35e-01
1.84e+00,3.82e-01
2.99e+00,7.46e-01
2.62e+00,6.17e-01
2.45e+00,5.75e-01
2.26e+00,5.39e-01
2.14e+00,5.24e-01
2.01e+00,4.77e-01
2.00e+00,4.89e-01
1.87e+00,4.66e-01
1.82e+00,4.31e-01
1.80e+00,4.30e-01
2.88e+00,7.26e-01
2.54e+00,6.31e-01
2.36e+00,6.06e-01
2.24e+00,5.48e-01
2.08e+00,5.23e-01
1.96e+00,4.90e-01
1.85e+00,4.96e-01
1.79e+00,4.59e-01
1.75e+00,4.53e-01
1.70e+00,4.47e-01
1.96e+00,4.57e-01
1.84e+00,4.33e-01
1.77e+00,4.21e-01
1.71e+00,4.02e-01
1.65e+00,3.90e-01
1.60e+00,3.97e-01
1.59e+00,3.78e-01
1.57e+00,3.67e-01
1.55e+00,3.67e-01
1.49e+00,3.46e-01
2.15e+00,5.22e-01
1.96e+00,4.66e-01
1.88e+00,4.54e-01
1.77e+00,4.30e-01
1.71e+00,4.07e-01
1.67e+00,3.88e-01
1.65e+00,3.82e-01
1.60e+00,3.79e-01
1.59e+00,3.86e-01
1.55e+00,3.75e-01
1.70e+00,3.93e-01
1.63e+00,4.01e-01
1.58e+00,3.73e-01
1.57e+00,3.65e-01
1.52e+00,3.48e-01
1.51e+00,3.45e-01
1.50e+00,3.32e-01
1.49e+00,3.40e-01
1.47e+00,3.28e-01
1.45e+00,3.28e-01
1.80e+00,4.17e-01
1.72e+00,3.90e-01
1.64e+00,3.75e-01
1.57e+00,4.10e-01
1.58e+00,3.89e-01
1.54e+00,3.92e-01
1.49e+00,3.62e-01
1.50e+00,3.39e-01
1.46e+00,3.43e-01
1.49e+00,3.35e-01
1.94e+00,4.72e-01
1.77e+00,4.37e-01
1.70e+00,4.05e-01
1.62e+00,3.96e-01
1.57e+00,3.68e-01
1.53e+00,3.67e-01
1.52e+00,3.74e-01
1.52e+00,3.71e-01
1.49e+00,3.64e-01
1.48e+00,3.46e-01
2.05e+00,4.93e-01
1.85e+00,4.29e-01
1.73e+00,4.01e-01
1.65e+00,4.10e-01
1.59e+00,3.90e-01
1.57e+00,3.73e-01
1.54e+00,3.69e-01
1.52e+00,3.69e-01
1.50e+00,3.57e-01
1.49e+00,3.46e-01
2.08e+00,4.80e-01
1.87e+00,4.31e-01
1.75e+00,4.23e-01
1.67e+00,4.09e-01
1.64e+00,3.96e-01
1.56e+00,3.82e-01
1.55e+00,3.76e-01
1.54e+00,3.83e-01
1.49e+00,3.71e-01
1.50e+00,3.61e-01
2.18e+00,5.21e-01
1.89e+00,4.42e-01
1.76e+00,4.20e-01
1.69e+00,4.18e-01
1.63e+00,4.05e-01
1.57e+00,3.76e-01
1.55e+00,3.76e-01
1.51e+00,3.72e-01
1.50e+00,3.61e-01
1.47e+00,3.66e-01
2.23e+00,5.37e-01
1.91e+00,4.72e-01
1.80e+00,4.41e-01
1.70e+00,4.19e-01
1.63e+00,4.08e-01
1.58e+00,4.09e-01
1.55e+00,3.95e-01
1.52e+00,3.75e-01
1.53e+00,3.80e-01
1.49e+00,3.68e-01
2.23e+00,5.50e-01
1.95e+00,4.63e-01
1.79e+00,4.55e-01
1.70e+00,4.28e-01
1.65e+00,4.20e-01
1.58e+00,4.07e-01
1.56e+00,3.91e-01
1.53e+00,3.80e-01
1.50e+00,3.80e-01
1.47e+00,3.70e-01
1.51e+00,3.80e-01
1.50e+00,3.70e-01
1.44e+00,3.62e-01
1.43e+00,3.53e-01
1.46e+00,3.66e-01
1.42e+00,3.62e-01
1.41e+00,3.37e-01
1.40e+00,3.38e-01
1.37e+00,3.36e-01
1.38e+00,3.40e-01
1.42e+00,3.55e-01
1.39e+00,3.43e-01
1.38e+00,3.33e-01
1.35e+00,3.31e-01
1.36e+00,3.38e-01
1.34e+00,3.30e-01
1.33e+00,3.26e-01
1.32e+00,3.21e-01
1.33e+00,3.36e-01
1.32e+00,3.16e-01
1.44e+00,3.61e-01
1.38e+00,3.42e-01
1.37e+00,3.39e-01
1.35e+00,3.35e-01
1.35e+00,3.38e-01
1.33e+00,3.30e-01
1.32e+00,3.31e-01
1.30e+00,3.30e-01
1.32e+00,3.30e-01
1.31e+00,3.23e-01
